course,class_number,enrolled,limit,meetingNumber,facilityId,facilityType,facilityDescription,facilityDescriptionShort,facilityGroup,facilityCapacity,buildingCode,room,buildingDescription,buildingDescriptionShort,startTime,endTime,startDate,endDate,monday,tuesday,wednesday,thursday,friday,saturday,sunday,standingMeetingPattern,term,catalogId,classTitle,classNumber,section,sectionEnrollment,Latitude,Longitude
ANATOMY 4300,2970,46,48,1,HM0270,1B,Hamilton Hall,Hamilton,False,80,038,270,Hamilton Hall 270,HM 270,11:30 am,12:25 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,ANATOMY 4300,Human Anatomy with Dissection,2970,0010,46,39.99500717,-83.0151473
ANATOMY 4300,2971,46,48,1,HM0260,2K,Hamilton Hall,Hamilton,False,0,038,260,Hamilton Hall 260,HM 260,10:20 am,12:25 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,ANATOMY 4300,Human Anatomy with Dissection,2971,0011,46,39.99500717,-83.0151473
ANATOMY 4350,36614,10,20,1,HM0270,1B,Hamilton Hall,Hamilton,False,80,038,270,Hamilton Hall 270,HM 270,11:30 am,12:25 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,ANATOMY 4350,Introduction to Subdisciplines of Human Anatomy,36614,10,10,39.99500717,-83.0151473
ANATOMY 4600,3586,37,55,1,HM0380,1B,Hamilton Hall,Hamilton,False,80,038,380,Hamilton Hall 380,HM 3890,10:20 am,11:15 am,2025-01-06,2025-04-21,True,False,True,False,True,False,False,,Spring 2025,ANATOMY 4600,Human Embryonic Development and Birth Defects,3586,0010,37,39.99500717,-83.0151473
ANATOMY 4700,3379,40,55,1,HM0380,1B,Hamilton Hall,Hamilton,False,80,038,380,Hamilton Hall 380,HM 3890,10:20 am,11:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,ANATOMY 4700,Undergraduate Histology,3379,0010,40,39.99500717,-83.0151473
ANATOMY 4700,3380,40,55,1,HM0380,1B,Hamilton Hall,Hamilton,False,80,038,380,Hamilton Hall 380,HM 3890,11:20 am,12:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,ANATOMY 4700,Undergraduate Histology,3380,0011,40,39.99500717,-83.0151473
ANATOMY 4900,36616,38,38,1,HM0240,1B,Hamilton Hall,Hamilton,False,43,038,240,Hamilton Hall 240,HM 240,1:50 pm,2:45 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,ANATOMY 4900,Clinical Anatomy for Undergraduates,36616,0010,38,39.99500717,-83.0151473
ANATOMY 6100,3421,7,20,1,PI0460B,2Q,Prior Hall,Prior Hall,False,57,302,460B,Prior Hall 460B,PI 460B,1:00 pm,3:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,ANATOMY 6100,Introduction to 3D Printing for Health Science Students,3421,10,7,39.99477158,-83.0170996
ANATOMY 6512,1717,124,130,1,ME0112,1C,Meiling Hall,Meiling,False,270,281,112,Meiling Hall 112,ME 112,12:30 pm,4:30 pm,2025-01-06,2025-04-25,True,False,True,False,True,False,False,MWF,Spring 2025,ANATOMY 6512,Human Anatomy for Dental Students II,1717,0010,124,39.99412359,-83.01688932
ANATOMY 6512,1718,124,130,1,HM0070,1B,Hamilton Hall,Hamilton,False,24,038,070,Hamilton Hall 070,HM 070,12:30 pm,4:30 pm,2025-01-06,2025-04-25,True,False,True,False,True,False,False,MWF,Spring 2025,ANATOMY 6512,Human Anatomy for Dental Students II,1718,0011,124,39.99500717,-83.0151473
ANATOMY 6700,1733,15,20,1,HM0250,1B,Hamilton Hall,Hamilton,False,52,038,250,Hamilton Hall 250,HM 250,1:15 pm,3:00 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,ANATOMY 6700,Human Histology,1733,0010,15,39.99500717,-83.0151473
ANATOMY 6700,1734,15,20,1,HM0250,1B,Hamilton Hall,Hamilton,False,52,038,250,Hamilton Hall 250,HM 250,3:00 pm,4:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,ANATOMY 6700,Human Histology,1734,0011,15,39.99500717,-83.0151473
ANATOMY 6800,1736,15,20,1,HM0250,1B,Hamilton Hall,Hamilton,False,52,038,250,Hamilton Hall 250,HM 250,8:00 am,9:30 am,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,ANATOMY 6800,Human Neuroanatomy,1736,0010,15,39.99500717,-83.0151473
ANATOMY 6800,1737,15,20,1,HM0256,2K,Hamilton Hall,Hamilton,False,80,038,256,Hamilton Hall 256,HM 256,8:00 am,10:05 am,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,ANATOMY 6800,Human Neuroanatomy,1737,0011,15,39.99500717,-83.0151473
ANATOMY 7310,2440,17,40,1,HM0250,1B,Hamilton Hall,Hamilton,False,52,038,250,Hamilton Hall 250,HM 250,,,2025-01-06,2025-04-21,False,False,False,False,False,False,False,,Spring 2025,ANATOMY 7310,Advanced Anatomy for Dental Residents,2440,0010,17,39.99500717,-83.0151473
ANATOMY 7500,36619,9,20,1,HM0372,5K,Hamilton Hall,Hamilton,False,18,038,372,Hamilton Hall 372,HM 372,9:00 am,10:00 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,ANATOMY 7500,Imaging in Human Anatomy,36619,0010,9,39.99500717,-83.0151473
ANATOMY 7500,36976,9,20,1,HM0360,2K,Hamilton Hall,Hamilton,False,0,038,360,Hamilton Hall 360,HM 360,10:00 am,12:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,ANATOMY 7500,Imaging in Human Anatomy,36976,0011,9,39.99500717,-83.0151473
ANATOMY 7890,2450,14,20,1,HM0372,5K,Hamilton Hall,Hamilton,False,18,038,372,Hamilton Hall 372,HM 372,10:00 am,11:00 am,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,ANATOMY 7890,Anatomy Seminar in Education,2450,0010,14,39.99500717,-83.0151473
ANATOMY 7900,36755,11,20,1,HM0372,5K,Hamilton Hall,Hamilton,False,18,038,372,Hamilton Hall 372,HM 372,9:00 am,12:00 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,ANATOMY 7900,Clinically Oriented Anatomy,36755,0010,11,39.99500717,-83.0151473
PUBHEPI 2410,3734,209,230,1,JE0001,1C,Jennings Hall,Jennings,False,250,014,001,Jennings Hall 001,JE 001,8:00 am,9:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHEPI 2410,Epidemiology in Public Health,3734,0100,209,39.99673985,-83.0156515
PUBHEPI 5412,3735,49,65,1,JR0360,1C,Journalism Building,Journalism,False,120,046,360,Journalism Bldg 360,JR 360,8:00 am,9:20 am,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,PUBHEPI 5412,Global Epidemiology of Infectious Disease,3735,0100,5,40.00199533,-83.01504486
PUBHEPI 5412,3742,5,10,1,JR0360,1C,Journalism Building,Journalism,False,120,046,360,Journalism Bldg 360,JR 360,8:00 am,9:20 am,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,PUBHEPI 5412,Global Epidemiology of Infectious Disease,3742,0100,5,40.00199533,-83.01504486
PUBHEPI 6436,34826,9,24,1,DE0268,1B,Denney Hall,Denney,False,24,030,268,Denney Hall 268,DE 268,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,,Spring 2025,PUBHEPI 6436,Infectious Disease Epidemiology,34826,0010,9,40.00130993,-83.01252836
PUBHEPI 7410,3747,51,60,1,HC0250,1B,Hopkins Hall,Hopkins,False,70,149,250,Hopkins Hall 250,HC 250,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHEPI 7410,Epidemiology II,3747,0010,51,40.00087349,-83.01154836
PUBHEPI 7410,3748,28,30,1,CZ0180,1B,Cunz Hall,Cunz Hall,False,30,293,180,Cunz Hall 180,CZ 180,11:30 am,12:25 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,M,Spring 2025,PUBHEPI 7410,Epidemiology II,3748,0020,51,39.99865913,-83.01703571
PUBHEPI 7410,4065,23,30,1,CZ0330,1B,Cunz Hall,Cunz Hall,False,30,293,330,Cunz Hall 330,CZ 330,4:05 pm,5:05 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,PUBHEPI 7410,Epidemiology II,4065,0030,51,39.99865913,-83.01703571
PUBHEPI 7412,3749,18,25,1,CZ0330,1B,Cunz Hall,Cunz Hall,False,30,293,330,Cunz Hall 330,CZ 330,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHEPI 7412,Principles and Procedures for Human Clinical Trials,3749,0010,18,39.99865913,-83.01703571
PUBHEPI 8430,4022,3,10,1,CZ0380B,5K,Cunz Hall,Cunz Hall,False,12,293,380B,Cunz Hall 380B,CZ 380B,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHEPI 8430,Epidemiology IV,4022,0010,3,39.99865913,-83.01703571
PUBHEPI 8899.04,4279,8,10,1,CZ0136,5K,Cunz Hall,Cunz Hall,False,12,293,136,Cunz Hall 136,CZ 136,11:35 am,12:30 pm,2025-01-06,2025-04-21,False,False,False,True,False,False,False,,Spring 2025,PUBHEPI 8899.04,Research Questions and Study Design in Epidemiology,4279,0010,8,39.99865913,-83.01703571
POLITSC 2120,29199,150,151,1,JE0155,1C,Jennings Hall,Jennings,False,151,014,155,Jennings Hall 155,JE 155,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,,Spring 2025,POLITSC 2120,Follow the Science: The Politics of Health,29199,10,150,39.99673985,-83.0156515
POLITSC 2150,27760,85,85,1,SOE0004,1C,Scott Laboratory,Scott Lab,False,85,148,E004,Scott Lab E004,SO E004,11:10 am,12:30 pm,2025-02-26,2025-04-21,True,False,True,False,True,False,False,,Spring 2025,POLITSC 2150,Voters and Elections,27760,1,85,40.00231227,-83.01417566
POLITSC 2150,35998,112,114,1,JR0300,1C,Journalism Building,Journalism,False,114,046,300,Journalism Bldg 300,JR 300,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,POLITSC 2150,Voters and Elections,35998,1,112,40.00199533,-83.01504486
POLITSC 2150,28620,118,120,1,HH0180,1C,Hagerty Hall,Hagerty,False,242,037,180,Hagerty Hall 180,HH 180,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,POLITSC 2150,Voters and Elections,28620,2,112,39.99860531,-83.01030783
POLITSC 2300,36180,84,120,1,RA0059,1B,Ramseyer Hall,Ramseyer,False,120,090,059,Ramseyer Hall 059,RA 059,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 2300,American Foreign Policy,36180,10,52,40.00330585,-83.00963518
POLITSC 2400,27912,59,85,1,PA0020,1C,Page Hall,Page,False,90,061,020,Page Hall 020,PA 020,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 2400,Introduction to Political Theory,27912,10,59,39.99915767,-83.00963725
POLITSC 3115,30260,102,114,1,SH0100,1C,Stillman Hall,Stillman,False,221,084,100,Stillman Hall 100,SH 100,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 3115,Introduction to the Policy Process,30260,10,102,40.00186513,-83.01099502
POLITSC 3240,28398,47,65,1,PA0010,1C,Page Hall,Page,False,90,061,010,Page Hall 010,PA 010,8:00 am,9:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 3240,Political Violence,28398,1,47,39.99915767,-83.00963725
POLITSC 3280,36204,62,65,1,JR0251,1B,Journalism Building,Journalism,False,91,046,251,Journalism Bldg 251,JR 251,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 3280,Politics of Markets,36204,10,62,40.00199533,-83.01504486
POLITSC 3310,30265,28,65,1,RA0100,1C,Ramseyer Hall,Ramseyer,False,79,090,100,Ramseyer Hall 100,RA 100,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,POLITSC 3310,Defense Policy and National Security,30265,10,28,40.00330585,-83.00963518
POLITSC 3380,29095,52,65,1,FL2020,1B,Fontana Laboratories,Fontana,False,80,1018,2020,Fontana Lab 2020,FL 2020,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 3380,Political Analysis of International Economic Relations,29095,10,52,40.0033461930114,-83.0124051842146
POLITSC 3460,30772,63,64,1,CL0120,1B,Caldwell Laboratory,Caldwell,False,64,026,120,Caldwell Lab 120,CL 120,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 3460,Global Justice,30772,10,63,40.00243311,-83.01503371
POLITSC 3549,30774,29,80,1,PA0010,1C,Page Hall,Page,False,90,061,010,Page Hall 010,PA 010,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,,Spring 2025,POLITSC 3549,Survey Research in Political Science,30774,10,29,39.99915767,-83.00963725
POLITSC 3596,29094,46,49,1,AS0202,1B,Animal Science Building,Animal Sci,False,49,156,202,Animal Science Bldg 202,AS 202,9:35 am,10:55 am,2025-02-26,2025-04-21,True,False,True,False,True,False,False,MWF,Spring 2025,POLITSC 3596,Nationalism and Ethnicity,29094,10,46,40.00363109,-83.02864867
POLITSC 3905,30370,61,65,1,EL2004,1C,Evans Laboratory,Evans Lab,False,73,150,2004,Evans Lab 2004,EL 2004,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 3905,Political Manipulation,30370,20,61,40.00266349,-83.01109553
POLITSC 3910,37281,32,42,1,HA0024,1B,Hayes Hall,Hayes Hall,False,42,039,024,Hayes Hall 024,HA 024,2:20 pm,3:40 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,POLITSC 3910,Identity Politics,37281,10,32,40.00053815,-83.01116118
POLITSC 3912,36484,41,42,1,HA0025,1B,Hayes Hall,Hayes Hall,False,42,039,025,Hayes Hall 025,HA 025,3:55 pm,5:15 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,POLITSC 3912,Political Leadership,36484,10,41,40.00053815,-83.01116118
POLITSC 4120,29462,59,85,1,SOE0004,1C,Scott Laboratory,Scott Lab,False,85,148,E004,Scott Lab E004,SO E004,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4120,U.S. Congress,29462,10,59,40.00231227,-83.01417566
POLITSC 4123,36485,57,60,1,PS0014,1C,Psychology Building,Psychology,False,60,144,014,Psychology Bldg 014,PS 014,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4123,Political Crisis and Reform,36485,10,57,39.99852017,-83.01626613
POLITSC 4127,35908,92,120,1,RA0059,1B,Ramseyer Hall,Ramseyer,False,120,090,059,Ramseyer Hall 059,RA 059,9:35 am,10:55 am,2025-01-06,2025-04-21,False,False,True,False,True,False,False,,Spring 2025,POLITSC 4127,Governing Urban America,35908,10,92,40.00330585,-83.00963518
POLITSC 4135,36190,56,100,1,JR0300,1C,Journalism Building,Journalism,False,114,046,300,Journalism Bldg 300,JR 300,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4135,American Constitutional Law,36190,10,56,40.00199533,-83.01504486
POLITSC 4137,37291,45,90,1,PA0010,1C,Page Hall,Page,False,90,061,010,Page Hall 010,PA 010,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4137,The Politics of Legal Decision Making,37291,10,45,39.99915767,-83.00963725
POLITSC 4138,35906,93,95,1,EA0170,1C,"Eighteenth Ave, 209 W",209 W 18th,False,140,004,170,209 W 18th Ave 170,EA 170,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4138,Women and the Law,35906,10,93,40.00154113,-83.01416752
POLITSC 4139,22685,133,130,1,UH0014,1C,University Hall,U Hall,False,159,339,014,University Hall 014,UH 014,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4139,Gun Politics,22685,0010,133,40.00052277,-83.01443196
POLITSC 4139E,22755,23,23,1,UH0014,1C,University Hall,U Hall,False,159,339,014,University Hall 014,UH 014,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4139E,Gun Politics,22755,1,23,40.00052277,-83.01443196
POLITSC 4150,27761,36,65,1,PA0020,1C,Page Hall,Page,False,90,061,020,Page Hall 020,PA 020,12:45 pm,2:05 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,POLITSC 4150,American Political Parties,27761,1,36,39.99915767,-83.00963725
POLITSC 4310,30773,24,50,1,CL0120,1B,Caldwell Laboratory,Caldwell,False,64,026,120,Caldwell Lab 120,CL 120,8:00 am,9:00 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 4310,Security Policy,30773,10,24,40.00243311,-83.01503371
POLITSC 4315,22687,116,150,1,FL1000,1C,Fontana Laboratories,Fontana,False,150,1018,1000,Fontana Lab 1000,FL 1000,2:20 pm,3:40 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,POLITSC 4315,International Security and the Causes of War,22687,0010,116,40.0033461930114,-83.0124051842146
POLITSC 4318,22758,19,70,1,OR0110,1B,Orton Hall,Orton,False,70,060,110,Orton Hall 110,OR 110,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 4318,The Politics of International Terrorism,22758,10,19,39.99832824,-83.01193358
POLITSC 4320,36200,52,54,1,JR0239,1B,Journalism Building,Journalism,False,54,046,239,Journalism Bldg 239,JR 239,3:55 pm,5:15 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,POLITSC 4320,Strategies for War and Peace,36200,10,52,40.00199533,-83.01504486
POLITSC 4330,30259,64,80,1,CZ0150,1B,Cunz Hall,Cunz Hall,False,80,293,150,Cunz Hall 150,CZ 150,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4330,Global Governance,30259,10,64,39.99865913,-83.01703571
POLITSC 4420H,30357,32,40,1,DE0206,1B,Denney Hall,Denney,False,40,030,206,Denney Hall 206,DE 206,12:45 pm,2:05 pm,2025-01-06,2025-04-21,True,False,True,False,False,False,False,,Spring 2025,POLITSC 4420H,Debating Democracy,30357,10,32,40.00130993,-83.01252836
POLITSC 4455,30266,81,80,1,PA0010,1C,Page Hall,Page,False,90,061,010,Page Hall 010,PA 010,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,POLITSC 4455,Human Rights,30266,10,81,39.99915767,-83.00963725
POLITSC 4465,36487,22,60,1,LZ0002,1B,Lazenby Hall,Lazenby,False,60,041,002,Lazenby Hall 002,LZ 002,8:00 am,9:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 4465,Feminist Political Theory,36487,10,22,39.99857556,-83.01571289
POLITSC 4781,28480,24,36,1,DB0125,2P,Derby Hall,Derby,False,36,025,125,Derby Hall 125,DB 125,9:35 am,10:55 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 4781,Data Analysis in Political Science I,28480,10,24,40.00075608,-83.01242693
POLITSC 4782,36192,27,36,1,DB0125,2P,Derby Hall,Derby,False,36,025,125,Derby Hall 125,DB 125,9:35 am,10:55 am,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,POLITSC 4782,Data Analysis in Political Science II,36192,10,27,40.00075608,-83.01242693
POLITSC 4920,29093,16,90,1,PA0010,1C,Page Hall,Page,False,90,061,010,Page Hall 010,PA 010,2:20 pm,5:05 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,POLITSC 4920,Politics in Film and Television,29093,10,16,39.99915767,-83.00963725
POLITSC 6194.01,37935,11,15,1,DB0150,2Q,Derby Hall,Derby,False,25,025,150,Derby Hall 150,DB 150,1:00 pm,3:45 pm,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,POLITSC 6194.01,Contemporary Political Problems,37935,0010,11,40.00075608,-83.01242693
POLITSC 6194.04,37934,4,15,1,DB2078,1A,Derby Hall,Derby,False,18,025,2078,Derby Hall 2078,DB 2078,2:00 pm,4:45 pm,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,POLITSC 6194.04,Contemporary International Political Problems,37934,0010,4,40.00075608,-83.01242693
POLITSC 7095.01,30972,15,15,1,DB2078,1A,Derby Hall,Derby,False,18,025,2078,Derby Hall 2078,DB 2078,10:00 am,12:45 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,POLITSC 7095.01,Teaching Political Science,30972,10,15,40.00075608,-83.01242693
POLITSC 7200,36206,8,15,1,DB2078,1A,Derby Hall,Derby,False,18,025,2078,Derby Hall 2078,DB 2078,8:00 am,10:45 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,POLITSC 7200,Basic Theories in the Study of Comparative Politics,36206,10,8,40.00075608,-83.01242693
POLITSC 7320,37621,10,12,1,DB2078,1A,Derby Hall,Derby,False,18,025,2078,Derby Hall 2078,DB 2078,12:45 pm,2:05 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 7320,Foreign Policy Design,37621,1,10,40.00075608,-83.01242693
POLITSC 7552,22753,7,25,1,DB0150,2Q,Derby Hall,Derby,False,25,025,150,Derby Hall 150,DB 150,10:00 am,11:20 am,2025-01-06,2025-04-21,False,True,False,True,False,False,False,,Spring 2025,POLITSC 7552,Quantitative Political Analysis: II,22753,0010,7,40.00075608,-83.01242693
POLITSC 7788,22759,3,15,1,DB2174,1A,Derby Hall,Derby,False,15,025,2174,Derby Hall 2174,DB2174,2:20 pm,4:15 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,POLITSC 7788,Selected Topics in Political Methodology,22759,1,3,40.00075608,-83.01242693
POLITSC 7905,28019,8,15,1,DB2078,1A,Derby Hall,Derby,False,18,025,2078,Derby Hall 2078,DB 2078,10:00 am,12:45 pm,2025-01-06,2025-04-21,False,False,False,False,True,False,False,,Spring 2025,POLITSC 7905,Political Institutions,28019,10,8,40.00075608,-83.01242693
POLITSC 8000,29274,9,15,1,DB2174,1A,Derby Hall,Derby,False,15,025,2174,Derby Hall 2174,DB2174,2:05 pm,4:45 pm,2025-01-06,2025-04-21,False,True,False,False,False,False,False,,Spring 2025,POLITSC 8000,Writing and Publishing in Political Science,29274,10,9,40.00075608,-83.01242693
PUBHLTH 2010,4316,81,100,1,RA0059,1B,Ramseyer Hall,Ramseyer,False,120,090,059,Ramseyer Hall 059,RA 059,11:10 am,12:30 pm,2025-01-06,2025-04-21,False,False,True,False,True,False,False,WF,Spring 2025,PUBHLTH 2010,Critical Issues in Global Public Health,4316,0030,88,40.00330585,-83.00963518
PUBHLTH 3010,4301,21,23,1,HC0246,1B,Hopkins Hall,Hopkins,False,46,149,246,Hopkins Hall 246,HC 246,3:55 pm,5:15 pm,2025-01-06,2025-04-21,False,True,False,True,False,False,False,TR,Spring 2025,PUBHLTH 3010,Public Health and Opera,4301,010,21,40.00087349,-83.01154836
PUBHLTH 3010,4300,9,12,1,TMVN0210,1B,Timashev Family Music Building,Timashev,False,25,1064,N210,Timashev Building N210,TMV N210,9:10 am,10:10 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,PUBHLTH 3010,Public Health and Opera,4300,011,21,40.001015898286,-83.010059111684
PUBHLTH 3010,4299,12,11,1,TMVN0408,1B,Timashev Family Music Building,Timashev,False,27,1064,N408,Timashev Building N408,TMV N408,10:20 am,11:15 am,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,PUBHLTH 3010,Public Health and Opera,4299,012,21,40.001015898286,-83.010059111684
PUBHLTH 6010,4225,28,30,1,CZ0180,1B,Cunz Hall,Cunz Hall,False,30,293,180,Cunz Hall 180,CZ 180,9:35 am,10:55 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,PUBHLTH 6010,Essentials of Public Health,4225,0010,28,39.99865913,-83.01703571
PUBHLTH 6010,4225,28,30,2,CZ0180,1B,Cunz Hall,Cunz Hall,False,30,293,180,Cunz Hall 180,CZ 180,9:35 am,10:55 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,PUBHLTH 6010,Essentials of Public Health,4225,0010,28,39.99865913,-83.01703571
PUBHLTH 6010,4225,28,30,3,CZ0180,1B,Cunz Hall,Cunz Hall,False,30,293,180,Cunz Hall 180,CZ 180,9:35 am,10:55 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,PUBHLTH 6010,Essentials of Public Health,4225,0010,28,39.99865913,-83.01703571
PUBHLTH 6010,4225,28,30,4,CZ0180,1B,Cunz Hall,Cunz Hall,False,30,293,180,Cunz Hall 180,CZ 180,9:35 am,10:55 am,2025-01-06,2025-04-21,True,False,False,False,False,False,False,,Spring 2025,PUBHLTH 6010,Essentials of Public Health,4225,0010,28,39.99865913,-83.01703571
NURSING 2201,13238,45,44,1,NH0244,1B,Newton Hall,Newton,False,62,275,244,Newton Hall 244,NH 244,12:00 pm,1:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,NURSING 2201,Art of Professional Nursing II,13238,0011,173,39.99398816,-83.01486554
NURSING 2201,13238,45,44,2,NH0244,1B,Newton Hall,Newton,False,62,275,244,Newton Hall 244,NH 244,12:00 pm,1:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,NURSING 2201,Art of Professional Nursing II,13238,0011,173,39.99398816,-83.01486554
NURSING 2201,13238,45,44,3,NH0244,1B,Newton Hall,Newton,False,62,275,244,Newton Hall 244,NH 244,12:00 pm,1:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,NURSING 2201,Art of Professional Nursing II,13238,0011,173,39.99398816,-83.01486554
NURSING 2201,13238,45,44,4,NH0244,1B,Newton Hall,Newton,False,62,275,244,Newton Hall 244,NH 244,12:00 pm,1:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,NURSING 2201,Art of Professional Nursing II,13238,0011,173,39.99398816,-83.01486554
NURSING 2201,13238,45,44,5,NH0244,1B,Newton Hall,Newton,False,62,275,244,Newton Hall 244,NH 244,12:00 pm,1:00 pm,2025-01-06,2025-04-21,False,False,True,False,False,False,False,,Spring 2025,NURSING 2201,Art of Professional Nursing II,13238,0011,173,39.99398816,-83.01486554
